interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,load
2021-07-02T00:00:00-05:00,2021-07-02 05:00:00+00:00,2021-07-03T00:00:00-05:00,2021-07-03 05:00:00+00:00,52808.145833333333
2021-07-03T00:00:00-05:00,2021-07-03 05:00:00+00:00,2021-07-04T00:00:00-05:00,2021-07-04 05:00:00+00:00,47902.013888888889
2021-07-04T00:00:00-05:00,2021-07-04 05:00:00+00:00,2021-07-05T00:00:00-05:00,2021-07-05 05:00:00+00:00,47295.420138888889
2021-07-05T00:00:00-05:00,2021-07-05 05:00:00+00:00,2021-07-06T00:00:00-05:00,2021-07-06 05:00:00+00:00,48809.638888888889
2021-07-06T00:00:00-05:00,2021-07-06 05:00:00+00:00,2021-07-07T00:00:00-05:00,2021-07-07 05:00:00+00:00,50168.715277777778
2021-07-07T00:00:00-05:00,2021-07-07 05:00:00+00:00,2021-07-08T00:00:00-05:00,2021-07-08 05:00:00+00:00,50671.135416666667
2021-07-08T00:00:00-05:00,2021-07-08 05:00:00+00:00,2021-07-09T00:00:00-05:00,2021-07-09 05:00:00+00:00,51538.486111111111
2021-07-09T00:00:00-05:00,2021-07-09 05:00:00+00:00,2021-07-10T00:00:00-05:00,2021-07-10 05:00:00+00:00,48117.111111111111
2021-07-10T00:00:00-05:00,2021-07-10 05:00:00+00:00,2021-07-11T00:00:00-05:00,2021-07-11 05:00:00+00:00,51201.756944444444
2021-07-11T00:00:00-05:00,2021-07-11 05:00:00+00:00,2021-07-12T00:00:00-05:00,2021-07-12 05:00:00+00:00,50826.684027777778
2021-07-12T00:00:00-05:00,2021-07-12 05:00:00+00:00,2021-07-13T00:00:00-05:00,2021-07-13 05:00:00+00:00,51317.993055555556
2021-07-13T00:00:00-05:00,2021-07-13 05:00:00+00:00,2021-07-14T00:00:00-05:00,2021-07-14 05:00:00+00:00,51399.802083333333
2021-07-14T00:00:00-05:00,2021-07-14 05:00:00+00:00,2021-07-15T00:00:00-05:00,2021-07-15 05:00:00+00:00,51536.895833333333
2021-07-15T00:00:00-05:00,2021-07-15 05:00:00+00:00,2021-07-16T00:00:00-05:00,2021-07-16 05:00:00+00:00,53474.736111111111
2021-07-16T00:00:00-05:00,2021-07-16 05:00:00+00:00,2021-07-17T00:00:00-05:00,2021-07-17 05:00:00+00:00,54471.086805555556
2021-07-17T00:00:00-05:00,2021-07-17 05:00:00+00:00,2021-07-18T00:00:00-05:00,2021-07-18 05:00:00+00:00,54053.847222222222
2021-07-18T00:00:00-05:00,2021-07-18 05:00:00+00:00,2021-07-19T00:00:00-05:00,2021-07-19 05:00:00+00:00,53441.579861111111
2021-07-19T00:00:00-05:00,2021-07-19 05:00:00+00:00,2021-07-20T00:00:00-05:00,2021-07-20 05:00:00+00:00,53301.895833333333
2021-07-20T00:00:00-05:00,2021-07-20 05:00:00+00:00,2021-07-21T00:00:00-05:00,2021-07-21 05:00:00+00:00,51946.784722222222
2021-07-21T00:00:00-05:00,2021-07-21 05:00:00+00:00,2021-07-22T00:00:00-05:00,2021-07-22 05:00:00+00:00,51593.722222222222
2021-07-22T00:00:00-05:00,2021-07-22 05:00:00+00:00,2021-07-23T00:00:00-05:00,2021-07-23 05:00:00+00:00,52735.638888888889
2021-07-23T00:00:00-05:00,2021-07-23 05:00:00+00:00,2021-07-24T00:00:00-05:00,2021-07-24 05:00:00+00:00,55901.993055555556
2021-07-24T00:00:00-05:00,2021-07-24 05:00:00+00:00,2021-07-25T00:00:00-05:00,2021-07-25 05:00:00+00:00,56134.059027777778
2021-07-25T00:00:00-05:00,2021-07-25 05:00:00+00:00,2021-07-26T00:00:00-05:00,2021-07-26 05:00:00+00:00,55503.625000000000
2021-07-26T00:00:00-05:00,2021-07-26 05:00:00+00:00,2021-07-27T00:00:00-05:00,2021-07-27 05:00:00+00:00,58330.590277777778
2021-07-27T00:00:00-05:00,2021-07-27 05:00:00+00:00,2021-07-28T00:00:00-05:00,2021-07-28 05:00:00+00:00,58410.034722222222
2021-07-28T00:00:00-05:00,2021-07-28 05:00:00+00:00,2021-07-29T00:00:00-05:00,2021-07-29 05:00:00+00:00,57480.208333333333
2021-07-29T00:00:00-05:00,2021-07-29 05:00:00+00:00,2021-07-30T00:00:00-05:00,2021-07-30 05:00:00+00:00,57972.968750000000
2021-07-30T00:00:00-05:00,2021-07-30 05:00:00+00:00,2021-07-31T00:00:00-05:00,2021-07-31 05:00:00+00:00,58051.548611111111
2021-07-31T00:00:00-05:00,2021-07-31 05:00:00+00:00,2021-08-01T00:00:00-05:00,2021-08-01 05:00:00+00:00,57434.944444444444
2021-08-01T00:00:00-05:00,2021-08-01 05:00:00+00:00,2021-08-02T00:00:00-05:00,2021-08-02 05:00:00+00:00,54641.253472222222
2021-08-02T00:00:00-05:00,2021-08-02 05:00:00+00:00,2021-08-03T00:00:00-05:00,2021-08-03 05:00:00+00:00,52467.809027777778
2021-08-03T00:00:00-05:00,2021-08-03 05:00:00+00:00,2021-08-04T00:00:00-05:00,2021-08-04 05:00:00+00:00,52934.177083333333
2021-08-04T00:00:00-05:00,2021-08-04 05:00:00+00:00,2021-08-05T00:00:00-05:00,2021-08-05 05:00:00+00:00,53275.055555555556
2021-08-05T00:00:00-05:00,2021-08-05 05:00:00+00:00,2021-08-06T00:00:00-05:00,2021-08-06 05:00:00+00:00,52026.638888888889
2021-08-06T00:00:00-05:00,2021-08-06 05:00:00+00:00,2021-08-07T00:00:00-05:00,2021-08-07 05:00:00+00:00,53460.576388888889
2021-08-07T00:00:00-05:00,2021-08-07 05:00:00+00:00,2021-08-08T00:00:00-05:00,2021-08-08 05:00:00+00:00,54698.767361111111
2021-08-08T00:00:00-05:00,2021-08-08 05:00:00+00:00,2021-08-09T00:00:00-05:00,2021-08-09 05:00:00+00:00,56123.333333333333
2021-08-09T00:00:00-05:00,2021-08-09 05:00:00+00:00,2021-08-10T00:00:00-05:00,2021-08-10 05:00:00+00:00,59667.187500000000
2021-08-10T00:00:00-05:00,2021-08-10 05:00:00+00:00,2021-08-11T00:00:00-05:00,2021-08-11 05:00:00+00:00,59458.954861111111
2021-08-11T00:00:00-05:00,2021-08-11 05:00:00+00:00,2021-08-12T00:00:00-05:00,2021-08-12 05:00:00+00:00,58551.673611111111
2021-08-12T00:00:00-05:00,2021-08-12 05:00:00+00:00,2021-08-13T00:00:00-05:00,2021-08-13 05:00:00+00:00,58775.628472222222
2021-08-13T00:00:00-05:00,2021-08-13 05:00:00+00:00,2021-08-14T00:00:00-05:00,2021-08-14 05:00:00+00:00,56996.895833333333
2021-08-14T00:00:00-05:00,2021-08-14 05:00:00+00:00,2021-08-15T00:00:00-05:00,2021-08-15 05:00:00+00:00,52480.795138888889
2021-08-15T00:00:00-05:00,2021-08-15 05:00:00+00:00,2021-08-16T00:00:00-05:00,2021-08-16 05:00:00+00:00,50056.416666666667
2021-08-16T00:00:00-05:00,2021-08-16 05:00:00+00:00,2021-08-17T00:00:00-05:00,2021-08-17 05:00:00+00:00,53440.451388888889
2021-08-17T00:00:00-05:00,2021-08-17 05:00:00+00:00,2021-08-18T00:00:00-05:00,2021-08-18 05:00:00+00:00,53056.593750000000
2021-08-18T00:00:00-05:00,2021-08-18 05:00:00+00:00,2021-08-19T00:00:00-05:00,2021-08-19 05:00:00+00:00,52060.281250000000
2021-08-19T00:00:00-05:00,2021-08-19 05:00:00+00:00,2021-08-20T00:00:00-05:00,2021-08-20 05:00:00+00:00,57091.993055555556
2021-08-20T00:00:00-05:00,2021-08-20 05:00:00+00:00,2021-08-21T00:00:00-05:00,2021-08-21 05:00:00+00:00,57865.538194444444
2021-08-21T00:00:00-05:00,2021-08-21 05:00:00+00:00,2021-08-22T00:00:00-05:00,2021-08-22 05:00:00+00:00,56558.659722222222
2021-08-22T00:00:00-05:00,2021-08-22 05:00:00+00:00,2021-08-23T00:00:00-05:00,2021-08-23 05:00:00+00:00,56424.121527777778
2021-08-23T00:00:00-05:00,2021-08-23 05:00:00+00:00,2021-08-24T00:00:00-05:00,2021-08-24 05:00:00+00:00,58220.531250000000
2021-08-24T00:00:00-05:00,2021-08-24 05:00:00+00:00,2021-08-25T00:00:00-05:00,2021-08-25 05:00:00+00:00,59044.128472222222
2021-08-25T00:00:00-05:00,2021-08-25 05:00:00+00:00,2021-08-26T00:00:00-05:00,2021-08-26 05:00:00+00:00,59144.302083333333
2021-08-26T00:00:00-05:00,2021-08-26 05:00:00+00:00,2021-08-27T00:00:00-05:00,2021-08-27 05:00:00+00:00,58234.041666666667
2021-08-27T00:00:00-05:00,2021-08-27 05:00:00+00:00,2021-08-28T00:00:00-05:00,2021-08-28 05:00:00+00:00,55348.045138888889
2021-08-28T00:00:00-05:00,2021-08-28 05:00:00+00:00,2021-08-29T00:00:00-05:00,2021-08-29 05:00:00+00:00,53029.395833333333
2021-08-29T00:00:00-05:00,2021-08-29 05:00:00+00:00,2021-08-30T00:00:00-05:00,2021-08-30 05:00:00+00:00,52674.881944444444
2021-08-30T00:00:00-05:00,2021-08-30 05:00:00+00:00,2021-08-31T00:00:00-05:00,2021-08-31 05:00:00+00:00,56970.951388888889
2021-08-31T00:00:00-05:00,2021-08-31 05:00:00+00:00,2021-09-01T00:00:00-05:00,2021-09-01 05:00:00+00:00,58855.583333333333
2021-09-01T00:00:00-05:00,2021-09-01 05:00:00+00:00,2021-09-02T00:00:00-05:00,2021-09-02 05:00:00+00:00,59590.791666666667
2021-09-02T00:00:00-05:00,2021-09-02 05:00:00+00:00,2021-09-03T00:00:00-05:00,2021-09-03 05:00:00+00:00,58750.555555555556
2021-09-03T00:00:00-05:00,2021-09-03 05:00:00+00:00,2021-09-04T00:00:00-05:00,2021-09-04 05:00:00+00:00,57571.555555555556
2021-09-04T00:00:00-05:00,2021-09-04 05:00:00+00:00,2021-09-05T00:00:00-05:00,2021-09-05 05:00:00+00:00,56337.250000000000
2021-09-05T00:00:00-05:00,2021-09-05 05:00:00+00:00,2021-09-06T00:00:00-05:00,2021-09-06 05:00:00+00:00,54434.385416666667
2021-09-06T00:00:00-05:00,2021-09-06 05:00:00+00:00,2021-09-07T00:00:00-05:00,2021-09-07 05:00:00+00:00,54032.635416666667
2021-09-07T00:00:00-05:00,2021-09-07 05:00:00+00:00,2021-09-08T00:00:00-05:00,2021-09-08 05:00:00+00:00,53986.850694444444
2021-09-08T00:00:00-05:00,2021-09-08 05:00:00+00:00,2021-09-09T00:00:00-05:00,2021-09-09 05:00:00+00:00,52841.791666666667
2021-09-09T00:00:00-05:00,2021-09-09 05:00:00+00:00,2021-09-10T00:00:00-05:00,2021-09-10 05:00:00+00:00,51914.159722222222
2021-09-10T00:00:00-05:00,2021-09-10 05:00:00+00:00,2021-09-11T00:00:00-05:00,2021-09-11 05:00:00+00:00,50933.840277777778
2021-09-11T00:00:00-05:00,2021-09-11 05:00:00+00:00,2021-09-12T00:00:00-05:00,2021-09-12 05:00:00+00:00,47975.086805555556
2021-09-12T00:00:00-05:00,2021-09-12 05:00:00+00:00,2021-09-13T00:00:00-05:00,2021-09-13 05:00:00+00:00,48539.756944444444
2021-09-13T00:00:00-05:00,2021-09-13 05:00:00+00:00,2021-09-14T00:00:00-05:00,2021-09-14 05:00:00+00:00,48890.833333333333
2021-09-14T00:00:00-05:00,2021-09-14 05:00:00+00:00,2021-09-15T00:00:00-05:00,2021-09-15 05:00:00+00:00,46316.784722222222
2021-09-15T00:00:00-05:00,2021-09-15 05:00:00+00:00,2021-09-16T00:00:00-05:00,2021-09-16 05:00:00+00:00,47922.993055555556
2021-09-16T00:00:00-05:00,2021-09-16 05:00:00+00:00,2021-09-17T00:00:00-05:00,2021-09-17 05:00:00+00:00,49428.131944444444
2021-09-17T00:00:00-05:00,2021-09-17 05:00:00+00:00,2021-09-18T00:00:00-05:00,2021-09-18 05:00:00+00:00,52480.809027777778
2021-09-18T00:00:00-05:00,2021-09-18 05:00:00+00:00,2021-09-19T00:00:00-05:00,2021-09-19 05:00:00+00:00,51514.677083333333
2021-09-19T00:00:00-05:00,2021-09-19 05:00:00+00:00,2021-09-20T00:00:00-05:00,2021-09-20 05:00:00+00:00,52034.531250000000
2021-09-20T00:00:00-05:00,2021-09-20 05:00:00+00:00,2021-09-21T00:00:00-05:00,2021-09-21 05:00:00+00:00,57113.927083333333
2021-09-21T00:00:00-05:00,2021-09-21 05:00:00+00:00,2021-09-22T00:00:00-05:00,2021-09-22 05:00:00+00:00,54335.961805555556
2021-09-22T00:00:00-05:00,2021-09-22 05:00:00+00:00,2021-09-23T00:00:00-05:00,2021-09-23 05:00:00+00:00,44247.090277777778
2021-09-23T00:00:00-05:00,2021-09-23 05:00:00+00:00,2021-09-24T00:00:00-05:00,2021-09-24 05:00:00+00:00,42688.656250000000
2021-09-24T00:00:00-05:00,2021-09-24 05:00:00+00:00,2021-09-25T00:00:00-05:00,2021-09-25 05:00:00+00:00,43395.527777777778
2021-09-25T00:00:00-05:00,2021-09-25 05:00:00+00:00,2021-09-26T00:00:00-05:00,2021-09-26 05:00:00+00:00,43494.159722222222
2021-09-26T00:00:00-05:00,2021-09-26 05:00:00+00:00,2021-09-27T00:00:00-05:00,2021-09-27 05:00:00+00:00,44446.729166666667
2021-09-27T00:00:00-05:00,2021-09-27 05:00:00+00:00,2021-09-28T00:00:00-05:00,2021-09-28 05:00:00+00:00,48613.079861111111
2021-09-28T00:00:00-05:00,2021-09-28 05:00:00+00:00,2021-09-29T00:00:00-05:00,2021-09-29 05:00:00+00:00,50455.972222222222
2021-09-29T00:00:00-05:00,2021-09-29 05:00:00+00:00,2021-09-30T00:00:00-05:00,2021-09-30 05:00:00+00:00,48991.270833333333
2021-09-30T00:00:00-05:00,2021-09-30 05:00:00+00:00,2021-10-01T00:00:00-05:00,2021-10-01 05:00:00+00:00,49770.479166666667
2021-10-01T00:00:00-05:00,2021-10-01 05:00:00+00:00,2021-10-02T00:00:00-05:00,2021-10-02 05:00:00+00:00,44992.420138888889
2021-10-02T00:00:00-05:00,2021-10-02 05:00:00+00:00,2021-10-03T00:00:00-05:00,2021-10-03 05:00:00+00:00,45232.017361111111
2021-10-03T00:00:00-05:00,2021-10-03 05:00:00+00:00,2021-10-04T00:00:00-05:00,2021-10-04 05:00:00+00:00,45688.243055555556
2021-10-04T00:00:00-05:00,2021-10-04 05:00:00+00:00,2021-10-05T00:00:00-05:00,2021-10-05 05:00:00+00:00,46440.034722222222
2021-10-05T00:00:00-05:00,2021-10-05 05:00:00+00:00,2021-10-06T00:00:00-05:00,2021-10-06 05:00:00+00:00,44765.833333333333
2021-10-06T00:00:00-05:00,2021-10-06 05:00:00+00:00,2021-10-07T00:00:00-05:00,2021-10-07 05:00:00+00:00,44819.687500000000
2021-10-07T00:00:00-05:00,2021-10-07 05:00:00+00:00,2021-10-08T00:00:00-05:00,2021-10-08 05:00:00+00:00,46866.947916666667
2021-10-08T00:00:00-05:00,2021-10-08 05:00:00+00:00,2021-10-09T00:00:00-05:00,2021-10-09 05:00:00+00:00,48342.541666666667
2021-10-09T00:00:00-05:00,2021-10-09 05:00:00+00:00,2021-10-10T00:00:00-05:00,2021-10-10 05:00:00+00:00,46910.500000000000
2021-10-10T00:00:00-05:00,2021-10-10 05:00:00+00:00,2021-10-11T00:00:00-05:00,2021-10-11 05:00:00+00:00,48788.232638888889
2021-10-11T00:00:00-05:00,2021-10-11 05:00:00+00:00,2021-10-12T00:00:00-05:00,2021-10-12 05:00:00+00:00,45723.652777777778
2021-10-12T00:00:00-05:00,2021-10-12 05:00:00+00:00,2021-10-13T00:00:00-05:00,2021-10-13 05:00:00+00:00,48892.972222222222
2021-10-13T00:00:00-05:00,2021-10-13 05:00:00+00:00,2021-10-14T00:00:00-05:00,2021-10-14 05:00:00+00:00,49768.152777777778
2021-10-14T00:00:00-05:00,2021-10-14 05:00:00+00:00,2021-10-15T00:00:00-05:00,2021-10-15 05:00:00+00:00,45951.892361111111
2021-10-15T00:00:00-05:00,2021-10-15 05:00:00+00:00,2021-10-16T00:00:00-05:00,2021-10-16 05:00:00+00:00,45775.993055555556
2021-10-16T00:00:00-05:00,2021-10-16 05:00:00+00:00,2021-10-17T00:00:00-05:00,2021-10-17 05:00:00+00:00,36207.218750000000
2021-10-17T00:00:00-05:00,2021-10-17 05:00:00+00:00,2021-10-18T00:00:00-05:00,2021-10-18 05:00:00+00:00,35182.565972222222
2021-10-18T00:00:00-05:00,2021-10-18 05:00:00+00:00,2021-10-19T00:00:00-05:00,2021-10-19 05:00:00+00:00,38618.197916666667
2021-10-19T00:00:00-05:00,2021-10-19 05:00:00+00:00,2021-10-20T00:00:00-05:00,2021-10-20 05:00:00+00:00,41331.631944444444
2021-10-20T00:00:00-05:00,2021-10-20 05:00:00+00:00,2021-10-21T00:00:00-05:00,2021-10-21 05:00:00+00:00,44222.163194444444
2021-10-21T00:00:00-05:00,2021-10-21 05:00:00+00:00,2021-10-22T00:00:00-05:00,2021-10-22 05:00:00+00:00,44624.281250000000
2021-10-22T00:00:00-05:00,2021-10-22 05:00:00+00:00,2021-10-23T00:00:00-05:00,2021-10-23 05:00:00+00:00,44744.368055555556
2021-10-23T00:00:00-05:00,2021-10-23 05:00:00+00:00,2021-10-24T00:00:00-05:00,2021-10-24 05:00:00+00:00,44691.381944444444
2021-10-24T00:00:00-05:00,2021-10-24 05:00:00+00:00,2021-10-25T00:00:00-05:00,2021-10-25 05:00:00+00:00,45145.819444444444
2021-10-25T00:00:00-05:00,2021-10-25 05:00:00+00:00,2021-10-26T00:00:00-05:00,2021-10-26 05:00:00+00:00,48152.347222222222
2021-10-26T00:00:00-05:00,2021-10-26 05:00:00+00:00,2021-10-27T00:00:00-05:00,2021-10-27 05:00:00+00:00,48487.295138888889
2021-10-27T00:00:00-05:00,2021-10-27 05:00:00+00:00,2021-10-28T00:00:00-05:00,2021-10-28 05:00:00+00:00,42518.777777777778
2021-10-28T00:00:00-05:00,2021-10-28 05:00:00+00:00,2021-10-29T00:00:00-05:00,2021-10-29 05:00:00+00:00,37948.305555555556
2021-10-29T00:00:00-05:00,2021-10-29 05:00:00+00:00,2021-10-30T00:00:00-05:00,2021-10-30 05:00:00+00:00,37102.461805555556
2021-10-30T00:00:00-05:00,2021-10-30 05:00:00+00:00,2021-10-31T00:00:00-05:00,2021-10-31 05:00:00+00:00,36045.861111111111
2021-10-31T00:00:00-05:00,2021-10-31 05:00:00+00:00,2021-11-01T00:00:00-05:00,2021-11-01 05:00:00+00:00,36904.538194444444
2021-11-01T00:00:00-05:00,2021-11-01 05:00:00+00:00,2021-11-02T00:00:00-05:00,2021-11-02 05:00:00+00:00,39156.145833333333
2021-11-02T00:00:00-05:00,2021-11-02 05:00:00+00:00,2021-11-03T00:00:00-05:00,2021-11-03 05:00:00+00:00,39532.406250000000
2021-11-03T00:00:00-05:00,2021-11-03 05:00:00+00:00,2021-11-04T00:00:00-05:00,2021-11-04 05:00:00+00:00,39607.545138888889
2021-11-04T00:00:00-05:00,2021-11-04 05:00:00+00:00,2021-11-05T00:00:00-05:00,2021-11-05 05:00:00+00:00,38662.753472222222
2021-11-05T00:00:00-05:00,2021-11-05 05:00:00+00:00,2021-11-06T00:00:00-05:00,2021-11-06 05:00:00+00:00,38466.298611111111
2021-11-06T00:00:00-05:00,2021-11-06 05:00:00+00:00,2021-11-07T00:00:00-05:00,2021-11-07 05:00:00+00:00,36779.631944444444
2021-11-07T00:00:00-05:00,2021-11-07 05:00:00+00:00,2021-11-08T00:00:00-06:00,2021-11-08 06:00:00+00:00,36342.870000000000
2021-11-08T00:00:00-06:00,2021-11-08 06:00:00+00:00,2021-11-09T00:00:00-06:00,2021-11-09 06:00:00+00:00,38629.708333333333
2021-11-09T00:00:00-06:00,2021-11-09 06:00:00+00:00,2021-11-10T00:00:00-06:00,2021-11-10 06:00:00+00:00,38538.618055555556
2021-11-10T00:00:00-06:00,2021-11-10 06:00:00+00:00,2021-11-11T00:00:00-06:00,2021-11-11 06:00:00+00:00,40013.812500000000
2021-11-11T00:00:00-06:00,2021-11-11 06:00:00+00:00,2021-11-12T00:00:00-06:00,2021-11-12 06:00:00+00:00,38802.826388888889
2021-11-12T00:00:00-06:00,2021-11-12 06:00:00+00:00,2021-11-13T00:00:00-06:00,2021-11-13 06:00:00+00:00,38968.996527777778
2021-11-13T00:00:00-06:00,2021-11-13 06:00:00+00:00,2021-11-14T00:00:00-06:00,2021-11-14 06:00:00+00:00,37432.704861111111
2021-11-14T00:00:00-06:00,2021-11-14 06:00:00+00:00,2021-11-15T00:00:00-06:00,2021-11-15 06:00:00+00:00,36978.166666666667
2021-11-15T00:00:00-06:00,2021-11-15 06:00:00+00:00,2021-11-16T00:00:00-06:00,2021-11-16 06:00:00+00:00,39848.583333333333
2021-11-16T00:00:00-06:00,2021-11-16 06:00:00+00:00,2021-11-17T00:00:00-06:00,2021-11-17 06:00:00+00:00,41176.170138888889
2021-11-17T00:00:00-06:00,2021-11-17 06:00:00+00:00,2021-11-18T00:00:00-06:00,2021-11-18 06:00:00+00:00,41912.305555555556
2021-11-18T00:00:00-06:00,2021-11-18 06:00:00+00:00,2021-11-19T00:00:00-06:00,2021-11-19 06:00:00+00:00,39075.309027777778
2021-11-19T00:00:00-06:00,2021-11-19 06:00:00+00:00,2021-11-20T00:00:00-06:00,2021-11-20 06:00:00+00:00,39748.531250000000
2021-11-20T00:00:00-06:00,2021-11-20 06:00:00+00:00,2021-11-21T00:00:00-06:00,2021-11-21 06:00:00+00:00,37955.170138888889
2021-11-21T00:00:00-06:00,2021-11-21 06:00:00+00:00,2021-11-22T00:00:00-06:00,2021-11-22 06:00:00+00:00,37769.611111111111
2021-11-22T00:00:00-06:00,2021-11-22 06:00:00+00:00,2021-11-23T00:00:00-06:00,2021-11-23 06:00:00+00:00,38649.388888888889
2021-11-23T00:00:00-06:00,2021-11-23 06:00:00+00:00,2021-11-24T00:00:00-06:00,2021-11-24 06:00:00+00:00,39683.652777777778
2021-11-24T00:00:00-06:00,2021-11-24 06:00:00+00:00,2021-11-25T00:00:00-06:00,2021-11-25 06:00:00+00:00,39578.277777777778
2021-11-25T00:00:00-06:00,2021-11-25 06:00:00+00:00,2021-11-26T00:00:00-06:00,2021-11-26 06:00:00+00:00,37410.510416666667
2021-11-26T00:00:00-06:00,2021-11-26 06:00:00+00:00,2021-11-27T00:00:00-06:00,2021-11-27 06:00:00+00:00,38877.371527777778
2021-11-27T00:00:00-06:00,2021-11-27 06:00:00+00:00,2021-11-28T00:00:00-06:00,2021-11-28 06:00:00+00:00,39042.645833333333
2021-11-28T00:00:00-06:00,2021-11-28 06:00:00+00:00,2021-11-29T00:00:00-06:00,2021-11-29 06:00:00+00:00,37373.715277777778
2021-11-29T00:00:00-06:00,2021-11-29 06:00:00+00:00,2021-11-30T00:00:00-06:00,2021-11-30 06:00:00+00:00,40132.743055555556
2021-11-30T00:00:00-06:00,2021-11-30 06:00:00+00:00,2021-12-01T00:00:00-06:00,2021-12-01 06:00:00+00:00,39504.333333333333
2021-12-01T00:00:00-06:00,2021-12-01 06:00:00+00:00,2021-12-02T00:00:00-06:00,2021-12-02 06:00:00+00:00,39055.659722222222
2021-12-02T00:00:00-06:00,2021-12-02 06:00:00+00:00,2021-12-03T00:00:00-06:00,2021-12-03 06:00:00+00:00,39688.593750000000
2021-12-03T00:00:00-06:00,2021-12-03 06:00:00+00:00,2021-12-04T00:00:00-06:00,2021-12-04 06:00:00+00:00,40177.236111111111
2021-12-04T00:00:00-06:00,2021-12-04 06:00:00+00:00,2021-12-05T00:00:00-06:00,2021-12-05 06:00:00+00:00,39115.597222222222
2021-12-05T00:00:00-06:00,2021-12-05 06:00:00+00:00,2021-12-06T00:00:00-06:00,2021-12-06 06:00:00+00:00,39607.506944444444
2021-12-06T00:00:00-06:00,2021-12-06 06:00:00+00:00,2021-12-07T00:00:00-06:00,2021-12-07 06:00:00+00:00,40940.006944444444
2021-12-07T00:00:00-06:00,2021-12-07 06:00:00+00:00,2021-12-08T00:00:00-06:00,2021-12-08 06:00:00+00:00,40872.333333333333
2021-12-08T00:00:00-06:00,2021-12-08 06:00:00+00:00,2021-12-09T00:00:00-06:00,2021-12-09 06:00:00+00:00,40622.809027777778
2021-12-09T00:00:00-06:00,2021-12-09 06:00:00+00:00,2021-12-10T00:00:00-06:00,2021-12-10 06:00:00+00:00,41738.225694444444
2021-12-10T00:00:00-06:00,2021-12-10 06:00:00+00:00,2021-12-11T00:00:00-06:00,2021-12-11 06:00:00+00:00,43700.260416666667
2021-12-11T00:00:00-06:00,2021-12-11 06:00:00+00:00,2021-12-12T00:00:00-06:00,2021-12-12 06:00:00+00:00,39235.159722222222
2021-12-12T00:00:00-06:00,2021-12-12 06:00:00+00:00,2021-12-13T00:00:00-06:00,2021-12-13 06:00:00+00:00,41499.232638888889
2021-12-13T00:00:00-06:00,2021-12-13 06:00:00+00:00,2021-12-14T00:00:00-06:00,2021-12-14 06:00:00+00:00,41405.597222222222
2021-12-14T00:00:00-06:00,2021-12-14 06:00:00+00:00,2021-12-15T00:00:00-06:00,2021-12-15 06:00:00+00:00,41238.312500000000
2021-12-15T00:00:00-06:00,2021-12-15 06:00:00+00:00,2021-12-16T00:00:00-06:00,2021-12-16 06:00:00+00:00,42948.190972222222
2021-12-16T00:00:00-06:00,2021-12-16 06:00:00+00:00,2021-12-17T00:00:00-06:00,2021-12-17 06:00:00+00:00,42496.545138888889
2021-12-17T00:00:00-06:00,2021-12-17 06:00:00+00:00,2021-12-18T00:00:00-06:00,2021-12-18 06:00:00+00:00,42113.673611111111
2021-12-18T00:00:00-06:00,2021-12-18 06:00:00+00:00,2021-12-19T00:00:00-06:00,2021-12-19 06:00:00+00:00,39947.545138888889
2021-12-19T00:00:00-06:00,2021-12-19 06:00:00+00:00,2021-12-20T00:00:00-06:00,2021-12-20 06:00:00+00:00,41889.361111111111
2021-12-20T00:00:00-06:00,2021-12-20 06:00:00+00:00,2021-12-21T00:00:00-06:00,2021-12-21 06:00:00+00:00,42574.944444444444
2021-12-21T00:00:00-06:00,2021-12-21 06:00:00+00:00,2021-12-22T00:00:00-06:00,2021-12-22 06:00:00+00:00,42539.739583333333
2021-12-22T00:00:00-06:00,2021-12-22 06:00:00+00:00,2021-12-23T00:00:00-06:00,2021-12-23 06:00:00+00:00,40460.736111111111
2021-12-23T00:00:00-06:00,2021-12-23 06:00:00+00:00,2021-12-24T00:00:00-06:00,2021-12-24 06:00:00+00:00,39125.718750000000
2021-12-24T00:00:00-06:00,2021-12-24 06:00:00+00:00,2021-12-25T00:00:00-06:00,2021-12-25 06:00:00+00:00,38732.305555555556
2021-12-25T00:00:00-06:00,2021-12-25 06:00:00+00:00,2021-12-26T00:00:00-06:00,2021-12-26 06:00:00+00:00,37249.788194444444
2021-12-26T00:00:00-06:00,2021-12-26 06:00:00+00:00,2021-12-27T00:00:00-06:00,2021-12-27 06:00:00+00:00,37923.204861111111
2021-12-27T00:00:00-06:00,2021-12-27 06:00:00+00:00,2021-12-28T00:00:00-06:00,2021-12-28 06:00:00+00:00,39949.329861111111
2021-12-28T00:00:00-06:00,2021-12-28 06:00:00+00:00,2021-12-29T00:00:00-06:00,2021-12-29 06:00:00+00:00,40669.000000000000
2021-12-29T00:00:00-06:00,2021-12-29 06:00:00+00:00,2021-12-30T00:00:00-06:00,2021-12-30 06:00:00+00:00,40666.645833333333
2021-12-30T00:00:00-06:00,2021-12-30 06:00:00+00:00,2021-12-31T00:00:00-06:00,2021-12-31 06:00:00+00:00,40152.868055555556
2021-12-31T00:00:00-06:00,2021-12-31 06:00:00+00:00,2022-01-01T00:00:00-06:00,2022-01-01 06:00:00+00:00,40434.750000000000
